"Hand #","Hole Card 1","Hole Card 2","Flop Card 1","Flop Card 2","Flop Card 3","Turn","River","BB","Date","Position","F Act","R Act","T Act","Bet F","Bet R","Bet T","Bet PF"
"4091397622","24","32","34","50","22","8","14","true","2021/03/21 10:25 pm","BB","","","","$0.00","$0.00","$0.00","$0.05"
"4091397278","23","46","21","4","27","14","0","false","2021/03/21 10:25 pm","MP","","","","$0.00","$0.00","$0.00","$0.00"
"4091397066","46","27","4","14","52","0","0","false","2021/03/21 10:24 pm","CO","","","","$0.00","$0.00","$0.00","$0.00"
"4091396882","36","49","26","17","11","2","12","false","2021/03/21 10:24 pm","EP","C","B","X","$0.26","$0.00","$0.00","$0.18"
"4091396581","50","33","0","0","0","0","0","false","2021/03/21 10:23 pm","MP","","","","$0.00","$0.00","$0.00","$0.00"
"4091396320","28","14","47","10","32","9","0","false","2021/03/21 10:23 pm","BTN","","","","$0.00","$0.00","$0.00","$0.00"
"4091395949","11","49","28","40","16","0","0","false","2021/03/21 10:22 pm","CO","F","","","$0.00","$0.00","$0.00","$0.18"
"4091395636","22","7","21","1","6","2","11","false","2021/03/21 10:22 pm","BTN","B","","","$0.00","$0.00","$0.00","$0.15"
"4091395344","37","23","43","32","44","0","0","false","2021/03/21 10:21 pm","BTN","F","","","$0.00","$0.00","$0.00","$0.15"
"4091395204","11","46","0","0","0","0","0","false","2021/03/21 10:21 pm","SB","","","","$0.00","$0.00","$0.00","$0.15"
"4091394882","21","5","1","15","25","10","2","false","2021/03/21 10:20 pm","SB","","","","$0.00","$0.00","$0.00","$0.02"
"4091394484","38","10","11","9","36","7","0","true","2021/03/21 10:20 pm","BB","X","","B","$0.00","$0.00","$0.00","$0.20"
"4091394136","49","3","16","40","21","14","10","true","2021/03/21 10:19 pm","BB","","","","$0.00","$0.00","$0.00","$0.05"
"4091393972","32","3","16","8","22","11","6","false","2021/03/21 10:19 pm","EP","","","","$0.00","$0.00","$0.00","$0.00"
"4091393580","28","40","21","19","44","10","0","false","2021/03/21 10:18 pm","EP","","","","$0.00","$0.00","$0.00","$0.00"
"4091393533","52","30","24","48","40","0","0","false","2021/03/21 10:18 pm","MP","","","","$0.00","$0.00","$0.00","$0.00"
"4091392815","50","43","15","46","9","13","5","false","2021/03/21 10:16 pm","CO","","","","$0.00","$0.00","$0.00","$0.00"
"4091392788","5","28","15","36","19","5","14","false","2021/03/21 10:16 pm","MP","","","","$0.00","$0.00","$0.00","$0.00"
"4091392019","10","2","34","24","36","4","6","false","2021/03/21 10:15 pm","BTN","","","","$0.00","$0.00","$0.00","$0.00"
"4091391703","25","6","30","21","26","2","0","false","2021/03/21 10:14 pm","CO","","","","$0.00","$0.00","$0.00","$0.00"
"4091391665","44","5","12","48","22","5","8","false","2021/03/21 10:14 pm","SB","","","","$0.00","$0.00","$0.00","$0.14"
"4091391043","11","48","41","35","2","6","9","false","2021/03/21 10:13 pm","BTN","C","X","C","$0.20","$0.00","$0.40","$0.15"
"4091390651","37","6","28","22","39","4","13","true","2021/03/21 10:12 pm","BB","X","X","C","$0.00","$0.00","$0.29","$0.10"
"4091389970","33","27","50","12","40","0","0","false","2021/03/21 10:11 pm","EP","","","","$0.00","$0.00","$0.00","$0.00"
"4091389953","10","43","33","24","46","14","6","false","2021/03/21 10:11 pm","SB","","","","$0.00","$0.00","$0.00","$0.02"
"4091389375","51","8","39","25","49","4","10","true","2021/03/21 10:10 pm","BB","","","","$0.00","$0.00","$0.00","$0.05"
"4091389358","25","44","46","45","17","8","2","false","2021/03/21 10:10 pm","MP","","","","$0.00","$0.00","$0.00","$0.00"
"4091388887","51","24","34","18","5","7","8","false","2021/03/21 10:09 pm","CO","X","B","X","$0.00","$0.19","$0.00","$0.18"
"4091388742","51","20","28","11","15","0","0","false","2021/03/21 10:09 pm","EP","","","","$0.00","$0.00","$0.00","$0.00"
"4091388548","12","21","1","40","30","3","4","false","2021/03/21 10:08 pm","BTN","X","X","B","$0.00","$0.00","$0.18","$0.15"
"4091388142","48","14","3","25","23","0","0","false","2021/03/21 10:08 pm","MP","","","","$0.00","$0.00","$0.00","$0.00"
"4091388046","8","2","39","36","35","0","0","false","2021/03/21 10:07 pm","SB","","","","$0.00","$0.00","$0.00","$0.02"
"4091387473","21","32","28","4","3","0","0","false","2021/03/21 10:06 pm","CO","","","","$0.00","$0.00","$0.00","$0.00"
"4091387461","28","41","24","47","15","11","8","true","2021/03/21 10:06 pm","BB","B","BC","B","$0.22","$3.10","$0.71","$0.15"
"4091386955","39","13","18","4","35","9","5","false","2021/03/21 10:05 pm","EP","C","","","$2.18","$0.00","$0.00","$0.17"
"4091386900","30","3","37","22","26","0","0","false","2021/03/21 10:05 pm","BTN","","","","$0.00","$0.00","$0.00","$0.00"
"4091386640","34","16","0","0","0","0","0","false","2021/03/21 10:05 pm","SB","","","","$0.00","$0.00","$0.00","$0.02"
"4091386058","24","36","19","11","33","4","2","true","2021/03/21 10:04 pm","BB","XC","X","XC","$0.11","$0.00","$0.21","$0.15"
"4091386012","12","16","47","26","7","6","6","false","2021/03/21 10:04 pm","MP","","","","$0.00","$0.00","$0.00","$0.00"
"4091385752","20","33","0","0","0","0","0","false","2021/03/21 10:03 pm","CO","","","","$0.00","$0.00","$0.00","$0.05"
"4091385441","10","46","3","36","23","0","0","false","2021/03/21 10:03 pm","EP","","","","$0.00","$0.00","$0.00","$0.00"
"4091384760","8","19","1","14","32","0","0","false","2021/03/21 10:01 pm","BTN","","","","$0.00","$0.00","$0.00","$0.00"
"4091384504","36","27","50","22","7","12","10","false","2021/03/21 10:01 pm","MP","","","","$0.00","$0.00","$0.00","$0.00"
"4091384443","13","28","0","0","0","0","0","false","2021/03/21 10:01 pm","SB","","","","$0.00","$0.00","$0.00","$0.02"
"4091383753","10","7","23","21","33","0","0","false","2021/03/21  9:59 pm","CO","B","","","$0.00","$0.00","$0.00","$0.18"
"4091383583","47","1","39","28","45","8","6","true","2021/03/21  9:59 pm","BB","","","","$0.00","$0.00","$0.00","$0.05"
"4091383454","31","28","0","0","0","0","0","false","2021/03/21  9:59 pm","MP","","","","$0.00","$0.00","$0.00","$0.00"
"4091383130","48","20","0","0","0","0","0","false","2021/03/21  9:58 pm","CO","","","","$0.00","$0.00","$0.00","$0.00"
"4091382764","39","3","26","17","15","12","10","false","2021/03/21  9:58 pm","BTN","X","F","C","$0.00","$0.00","$0.18","$0.15"
"4091382450","48","45","41","22","19","4","4","false","2021/03/21  9:57 pm","BTN","B","C","B","$0.11","$0.40","$0.20","$0.10"
"4091381982","23","42","38","21","18","11","0","false","2021/03/21  9:56 pm","SB","","","","$0.00","$0.00","$0.00","$0.02"
"4091381699","51","19","27","1","18","6","7","false","2021/03/21  9:56 pm","SB","X","X","X","$0.00","$0.00","$0.00","$0.10"
"4091381471","13","46","51","42","22","3","8","true","2021/03/21  9:55 pm","BB","XC","X","X","$0.16","$0.00","$0.00","$0.15"
"4091381132","25","10","7","41","13","10","6","true","2021/03/21  9:54 pm","BB","","","","$0.00","$0.00","$0.00","$0.05"
"4091380808","49","17","5","39","23","14","0","false","2021/03/21  9:54 pm","MP","","","","$0.00","$0.00","$0.00","$0.00"
"4091380461","26","10","38","51","39","4","2","false","2021/03/21  9:53 pm","EP","B","XC","B","$0.31","$0.10","$1.00","$0.18"
"4091379772","8","28","17","31","37","11","3","false","2021/03/21  9:52 pm","MP","","","","$0.00","$0.00","$0.00","$0.00"
"4091379519","12","36","0","0","0","0","0","false","2021/03/21  9:51 pm","CO","","","","$0.00","$0.00","$0.00","$0.05"
"4091379303","10","47","35","48","21","13","0","false","2021/03/21  9:51 pm","MP","","","","$0.00","$0.00","$0.00","$0.00"
"4091378718","9","15","5","52","44","0","0","false","2021/03/21  9:50 pm","CO","","","","$0.00","$0.00","$0.00","$0.00"
"4091378481","18","17","51","45","27","0","0","false","2021/03/21  9:50 pm","BTN","","","","$0.00","$0.00","$0.00","$0.00"
"4091377834","36","35","49","46","10","9","0","false","2021/03/21  9:48 pm","SB","XC","","B","$0.22","$0.00","$0.00","$0.15"
"4091377771","10","14","6","50","46","4","11","false","2021/03/21  9:48 pm","BTN","","","","$0.00","$0.00","$0.00","$0.00"
"4091377121","9","15","8","27","43","0","0","false","2021/03/21  9:47 pm","SB","","","","$0.00","$0.00","$0.00","$0.02"
"4091376987","19","2","3","22","50","13","9","true","2021/03/21  9:47 pm","BB","","","","$0.00","$0.00","$0.00","$0.05"
"4091376678","9","19","0","0","0","0","0","true","2021/03/21  9:46 pm","BB","","","","$0.00","$0.00","$0.00","$0.05"
"4091376389","36","17","42","33","22","10","9","false","2021/03/21  9:46 pm","EP","","","","$0.00","$0.00","$0.00","$0.00"
"4091376067","23","6","43","3","44","3","8","false","2021/03/21  9:45 pm","MP","","","","$0.00","$0.00","$0.00","$0.00"
"4091375805","35","31","23","42","14","13","3","false","2021/03/21  9:44 pm","MP","","","","$0.00","$0.00","$0.00","$0.00"
"4091375566","25","29","0","0","0","0","0","false","2021/03/21  9:44 pm","CO","","","","$0.00","$0.00","$0.00","$0.00"
"4091375523","6","17","41","2","10","10","0","false","2021/03/21  9:44 pm","BTN","","","","$0.00","$0.00","$0.00","$0.00"
"4091375263","46","40","0","0","0","0","0","false","2021/03/21  9:43 pm","BTN","","","","$0.00","$0.00","$0.00","$0.00"
"4091374835","22","21","46","35","41","0","0","false","2021/03/21  9:42 pm","SB","","","","$0.00","$0.00","$0.00","$0.02"
"4091374192","47","44","32","39","3","8","5","false","2021/03/21  9:41 pm","BTN","F","","","$0.00","$0.00","$0.00","$0.25"
"4091374159","37","7","49","29","28","7","0","true","2021/03/21  9:41 pm","BB","X","","F","$0.00","$0.00","$0.00","$0.15"
"4091373689","48","5","11","17","41","8","6","false","2021/03/21  9:40 pm","EP","","","","$0.00","$0.00","$0.00","$0.00"
"4091373252","49","23","20","37","1","9","0","false","2021/03/21  9:39 pm","SB","X","","B","$0.00","$0.00","$0.00","$0.15"
"4091373153","23","9","5","15","40","7","5","false","2021/03/21  9:39 pm","MP","","","","$0.00","$0.00","$0.00","$0.00"
"4091372769","32","42","44","16","46","14","0","false","2021/03/21  9:38 pm","BTN","","","","$0.00","$0.00","$0.00","$0.00"
"4091372428","50","43","1","33","47","13","3","true","2021/03/21  9:38 pm","BB","","","","$0.00","$0.00","$0.00","$0.05"
"4091372193","47","33","23","31","39","0","0","false","2021/03/21  9:37 pm","SB","B","","","$0.00","$0.00","$0.00","$0.15"
"4091372016","50","37","0","0","0","0","0","true","2021/03/21  9:37 pm","BB","","","","$0.00","$0.00","$0.00","$0.05"
"4091364730","39","21","0","0","0","0","0","false","2021/03/21  9:23 pm","MP","","","","$0.00","$0.00","$0.00","$0.15"
"4091364080","39","5","14","21","13","6","3","false","2021/03/21  9:21 pm","CO","","","","$0.00","$0.00","$0.00","$0.00"
"4091363807","39","43","0","0","0","0","0","false","2021/03/21  9:21 pm","BTN","","","","$0.00","$0.00","$0.00","$0.00"
"4091363542","11","2","22","38","8","10","0","false","2021/03/21  9:20 pm","SB","","","","$0.00","$0.00","$0.00","$0.02"
"4091363033","46","32","50","41","22","9","9","true","2021/03/21  9:19 pm","BB","","","","$0.00","$0.00","$0.00","$0.05"
"4091362004","21","29","33","6","18","2","3","false","2021/03/21  9:17 pm","EP","","","","$0.00","$0.00","$0.00","$0.00"
"4091361376","38","3","2","10","27","12","6","false","2021/03/21  9:16 pm","MP","","","","$0.00","$0.00","$0.00","$0.00"
"4091361014","37","46","1","10","52","3","0","false","2021/03/21  9:15 pm","BTN","","","","$0.00","$0.00","$0.00","$0.00"
"4091360570","47","43","0","0","0","0","0","false","2021/03/21  9:14 pm","SB","","","","$0.00","$0.00","$0.00","$0.02"
"4091360056","20","27","37","42","34","0","0","true","2021/03/21  9:13 pm","BB","","","","$0.00","$0.00","$0.00","$0.05"
"4091359659","47","3","0","0","0","0","0","false","2021/03/21  9:13 pm","EP","","","","$0.00","$0.00","$0.00","$0.00"
"4091359083","48","3","13","21","24","12","4","false","2021/03/21  9:11 pm","CO","","","","$0.00","$0.00","$0.00","$0.00"
"4091358672","6","27","32","42","36","14","0","false","2021/03/21  9:11 pm","BTN","","","","$0.00","$0.00","$0.00","$0.00"
"4091358248","26","45","42","17","49","12","3","false","2021/03/21  9:10 pm","SB","B","X","X","$0.20","$0.00","$0.00","$0.18"
"4091357831","12","37","9","15","46","5","13","true","2021/03/21  9:09 pm","BB","B","B","X","$0.23","$0.00","$0.00","$0.15"
"4091357141","51","7","21","1","16","9","10","false","2021/03/21  9:08 pm","MP","","","","$0.00","$0.00","$0.00","$0.00"
"4091356437","26","23","11","10","4","12","0","false","2021/03/21  9:06 pm","CO","C","","F","$0.90","$0.00","$0.00","$0.46"
"4091356092","44","2","52","6","50","2","0","false","2021/03/21  9:05 pm","BTN","","","","$0.00","$0.00","$0.00","$0.00"
"4091355770","45","15","0","0","0","0","0","false","2021/03/21  9:05 pm","BTN","","","","$0.00","$0.00","$0.00","$0.00"
"4091355333","11","30","23","8","42","12","10","false","2021/03/21  9:04 pm","SB","","","","$0.00","$0.00","$0.00","$0.02"
"4091354838","39","13","30","1","34","0","0","true","2021/03/21  9:03 pm","BB","B","","","$0.00","$0.00","$0.00","$0.45"
"4091354543","51","11","0","0","0","0","0","false","2021/03/21  9:03 pm","MP","","","","$0.00","$0.00","$0.00","$0.05"
"4091354347","26","2","0","0","0","0","0","false","2021/03/21  9:02 pm","CO","","","","$0.00","$0.00","$0.00","$0.00"
"4091353681","16","27","36","21","52","13","4","false","2021/03/21  9:01 pm","BTN","","","","$0.00","$0.00","$0.00","$0.00"
"4091352908","34","18","20","15","16","10","0","false","2021/03/21  8:59 pm","SB","","","","$0.00","$0.00","$0.00","$0.02"
"4091352442","47","45","48","13","2","0","0","true","2021/03/21  8:58 pm","BB","XF","","","$0.00","$0.00","$0.00","$0.20"
"4091351954","10","23","0","0","0","0","0","false","2021/03/21  8:57 pm","EP","","","","$0.00","$0.00","$0.00","$0.05"
"4091351349","20","17","31","40","25","4","0","false","2021/03/21  8:56 pm","MP","","","","$0.00","$0.00","$0.00","$0.00"
"4091350700","35","21","20","36","29","0","0","false","2021/03/21  8:55 pm","CO","","","","$0.00","$0.00","$0.00","$0.00"
"4091350336","7","19","3","22","50","0","0","false","2021/03/21  8:54 pm","BTN","","","","$0.00","$0.00","$0.00","$0.00"
"4091349571","7","5","46","34","23","9","0","false","2021/03/21  8:53 pm","SB","B","","BF","$0.12","$0.00","$0.46","$0.12"
"4091349208","25","48","0","0","0","0","0","true","2021/03/21  8:52 pm","BB","","","","$0.00","$0.00","$0.00","$0.05"
"4091347892","37","22","0","0","0","0","0","false","2021/03/21  8:50 pm","SB","","","","$0.00","$0.00","$0.00","$0.05"
"4091347801","50","33","0","0","0","0","0","true","2021/03/21  8:49 pm","BB","","","","$0.00","$0.00","$0.00","$0.05"
"4091347646","10","1","0","0","0","0","0","false","2021/03/21  8:49 pm","SB","","","","$0.00","$0.00","$0.00","$0.05"
"4091347578","38","40","0","0","0","0","0","true","2021/03/21  8:49 pm","BB","","","","$0.00","$0.00","$0.00","$0.05"
"4091347378","13","6","0","0","0","0","0","false","2021/03/21  8:49 pm","SB","","","","$0.00","$0.00","$0.00","$0.05"
"4091346861","38","47","20","12","30","3","9","true","2021/03/21  8:48 pm","BB","XR","","BR","$0.10","$0.00","$4.46","$0.10"
"4091346742","49","2","0","0","0","0","0","false","2021/03/21  8:47 pm","BTN","","","","$0.00","$0.00","$0.00","$0.00"
"4091346530","8","18","0","0","0","0","0","false","2021/03/21  8:47 pm","SB","","","","$0.00","$0.00","$0.00","$0.02"
"4091345989","38","49","8","27","46","14","0","true","2021/03/21  8:46 pm","BB","XC","","XF","$0.20","$0.00","$0.00","$0.15"
"4091345824","47","41","0","0","0","0","0","false","2021/03/21  8:46 pm","BTN","","","","$0.00","$0.00","$0.00","$0.00"
"4091345601","21","20","0","0","0","0","0","false","2021/03/21  8:45 pm","SB","","","","$0.00","$0.00","$0.00","$0.05"
"4091345271","23","35","0","0","0","0","0","true","2021/03/21  8:44 pm","BB","","","","$0.00","$0.00","$0.00","$0.05"
"4091344912","39","45","0","0","0","0","0","false","2021/03/21  8:44 pm","BTN","","","","$0.00","$0.00","$0.00","$0.05"
"4091344718","17","16","0","0","0","0","0","false","2021/03/21  8:43 pm","SB","","","","$0.00","$0.00","$0.00","$0.05"
"4091344600","21","34","0","0","0","0","0","true","2021/03/21  8:43 pm","BB","","","","$0.00","$0.00","$0.00","$0.05"
"4091344332","32","44","0","0","0","0","0","false","2021/03/21  8:42 pm","BTN","","","","$0.00","$0.00","$0.00","$0.00"
"4091343929","48","7","0","0","0","0","0","false","2021/03/21  8:42 pm","SB","","","","$0.00","$0.00","$0.00","$0.05"
"4091343668","46","3","0","0","0","0","0","true","2021/03/21  8:41 pm","BB","","","","$0.00","$0.00","$0.00","$0.05"
"4091343427","37","10","0","0","0","0","0","false","2021/03/21  8:41 pm","CO","","","","$0.00","$0.00","$0.00","$0.00"
"4091342469","21","16","25","23","39","3","7","false","2021/03/21  8:39 pm","BTN","","","","$0.00","$0.00","$0.00","$0.00"
"4091341827","48","47","36","9","23","8","3","false","2021/03/21  8:37 pm","SB","","","","$0.00","$0.00","$0.00","$0.02"
"4091341594","39","47","0","0","0","0","0","true","2021/03/21  8:37 pm","BB","","","","$0.00","$0.00","$0.00","$0.05"
"4091340763","24","11","17","49","15","6","7","false","2021/03/21  8:35 pm","MP","X","B","X","$0.00","$0.00","$0.00","$0.56"
"4091340107","37","35","6","15","8","7","11","false","2021/03/21  8:34 pm","CO","F","","","$0.00","$0.00","$0.00","$0.15"
"4091339747","25","37","0","0","0","0","0","false","2021/03/21  8:33 pm","BTN","","","","$0.00","$0.00","$0.00","$0.15"
"4091339033","13","28","29","51","46","9","14","false","2021/03/21  8:32 pm","SB","X","B","B","$0.00","$0.00","$0.26","$0.15"
"4091338388","50","19","29","41","45","13","0","true","2021/03/21  8:30 pm","BB","","","","$0.00","$0.00","$0.00","$0.05"
"4091234759","10","16","0","0","0","0","0","false","2021/03/21  4:38 pm","MP","","","","$0.00","$0.00","$0.00","$0.00"
"4091234226","45","4","28","35","16","0","0","false","2021/03/21  4:37 pm","CO","","","","$0.00","$0.00","$0.00","$0.00"
"4091234048","51","20","43","42","10","0","0","false","2021/03/21  4:36 pm","BTN","B","","","$0.00","$0.00","$0.00","$0.10"
"4091233396","35","16","31","40","34","8","3","false","2021/03/21  4:35 pm","SB","","","","$0.00","$0.00","$0.00","$0.02"
"4091233091","37","8","0","0","0","0","0","true","2021/03/21  4:34 pm","BB","","","","$0.00","$0.00","$0.00","$0.05"
"4091233007","6","2","20","50","42","0","0","false","2021/03/21  4:34 pm","MP","","","","$0.00","$0.00","$0.00","$0.00"
"4091232725","50","40","25","18","4","13","0","false","2021/03/21  4:33 pm","EP","","","","$0.00","$0.00","$0.00","$0.00"
"4091232588","21","6","23","14","1","8","0","false","2021/03/21  4:33 pm","CO","","","","$0.00","$0.00","$0.00","$0.00"
"4091232524","25","16","0","0","0","0","0","false","2021/03/21  4:33 pm","MP","","","","$0.00","$0.00","$0.00","$0.00"
"4091232438","51","14","0","0","0","0","0","false","2021/03/21  4:32 pm","CO","","","","$0.00","$0.00","$0.00","$0.00"
"4091232318","49","42","0","0","0","0","0","false","2021/03/21  4:32 pm","BTN","","","","$0.00","$0.00","$0.00","$0.00"
"4091232120","48","42","27","36","50","13","9","false","2021/03/21  4:31 pm","BTN","","","","$0.00","$0.00","$0.00","$0.00"
"4091231962","50","11","42","33","31","5","0","false","2021/03/21  4:31 pm","SB","X","","B","$0.00","$0.00","$0.00","$0.30"
"4091231498","50","2","40","9","38","10","0","true","2021/03/21  4:30 pm","BB","","","","$0.00","$0.00","$0.00","$0.05"
"4091231480","25","9","34","32","26","0","0","false","2021/03/21  4:30 pm","SB","XF","","","$0.00","$0.00","$0.00","$0.20"
"4091231125","6","42","8","4","23","0","0","false","2021/03/21  4:29 pm","CO","","","","$0.00","$0.00","$0.00","$0.00"
"4091230892","39","29","34","44","33","8","7","true","2021/03/21  4:28 pm","BB","B","B","X","$0.31","$0.90","$0.00","$0.15"
"4091230703","12","20","49","35","21","10","0","false","2021/03/21  4:28 pm","BTN","","","","$0.00","$0.00","$0.00","$0.00"
"4091230695","46","6","0","0","0","0","0","false","2021/03/21  4:28 pm","EP","","","","$0.00","$0.00","$0.00","$0.00"
"4091230596","46","4","0","0","0","0","0","false","2021/03/21  4:28 pm","MP","","","","$0.00","$0.00","$0.00","$0.00"
"4091230506","9","43","0","0","0","0","0","false","2021/03/21  4:27 pm","SB","","","","$0.00","$0.00","$0.00","$0.02"
"4091230447","46","6","0","0","0","0","0","false","2021/03/21  4:27 pm","CO","","","","$0.00","$0.00","$0.00","$0.00"
"4091230225","21","28","0","0","0","0","0","false","2021/03/21  4:27 pm","BTN","","","","$0.00","$0.00","$0.00","$0.00"
"4091230100","25","28","0","0","0","0","0","true","2021/03/21  4:26 pm","BB","","","","$0.00","$0.00","$0.00","$0.05"
"4091229855","51","41","52","20","1","0","0","false","2021/03/21  4:26 pm","SB","","","","$0.00","$0.00","$0.00","$0.02"
"4091229818","6","43","0","0","0","0","0","false","2021/03/21  4:26 pm","EP","","","","$0.00","$0.00","$0.00","$0.00"
"4091229648","13","45","0","0","0","0","0","false","2021/03/21  4:25 pm","MP","","","","$0.00","$0.00","$0.00","$0.00"
"4091229631","46","18","0","0","0","0","0","true","2021/03/21  4:25 pm","BB","","","","$0.00","$0.00","$0.00","$0.05"
"4091229402","39","42","0","0","0","0","0","false","2021/03/21  4:24 pm","EP","","","","$0.00","$0.00","$0.00","$0.00"
"4091229186","36","46","35","50","23","9","13","false","2021/03/21  4:24 pm","CO","","","","$0.00","$0.00","$0.00","$0.00"
"4091229095","17","28","35","14","31","3","13","false","2021/03/21  4:24 pm","MP","","","","$0.00","$0.00","$0.00","$0.00"
"4091228999","43","15","0","0","0","0","0","false","2021/03/21  4:23 pm","CO","","","","$0.00","$0.00","$0.00","$0.00"
"4091228826","24","10","0","0","0","0","0","false","2021/03/21  4:23 pm","BTN","","","","$0.00","$0.00","$0.00","$0.12"
"4091228706","7","19","0","0","0","0","0","false","2021/03/21  4:23 pm","BTN","","","","$0.00","$0.00","$0.00","$0.00"
"4091228702","24","17","0","0","0","0","0","false","2021/03/21  4:23 pm","SB","","","","$0.00","$0.00","$0.00","$0.02"
"4091228532","39","18","0","0","0","0","0","false","2021/03/21  4:22 pm","SB","","","","$0.00","$0.00","$0.00","$0.02"
"4091228346","36","5","18","46","27","10","0","true","2021/03/21  4:22 pm","BB","","","","$0.00","$0.00","$0.00","$0.05"
"4091228180","11","16","34","4","26","3","9","true","2021/03/21  4:21 pm","BB","X","X","X","$0.00","$0.00","$0.00","$0.05"
"4091228166","10","46","0","0","0","0","0","false","2021/03/21  4:21 pm","EP","","","","$0.00","$0.00","$0.00","$0.00"
"4091228015","49","2","0","0","0","0","0","false","2021/03/21  4:21 pm","EP","","","","$0.00","$0.00","$0.00","$0.00"
"4091227958","38","6","40","13","3","0","0","false","2021/03/21  4:21 pm","MP","","","","$0.00","$0.00","$0.00","$0.00"
"4091227867","3","1","0","0","0","0","0","false","2021/03/21  4:21 pm","CO","","","","$0.00","$0.00","$0.00","$0.00"
"4091227663","23","9","0","0","0","0","0","false","2021/03/21  4:20 pm","BTN","","","","$0.00","$0.00","$0.00","$0.10"
"4091227646","38","50","39","46","8","0","0","false","2021/03/21  4:20 pm","MP","XF","","","$0.00","$0.00","$0.00","$0.25"
"4091227399","26","3","21","42","41","10","0","false","2021/03/21  4:19 pm","SB","","","","$0.00","$0.00","$0.00","$0.02"
"4091227160","34","3","0","0","0","0","0","true","2021/03/21  4:19 pm","BB","","","","$0.00","$0.00","$0.00","$0.05"
"4091227138","7","14","12","21","8","14","7","false","2021/03/21  4:19 pm","CO","","","","$0.00","$0.00","$0.00","$0.00"
"4091227066","48","28","0","0","0","0","0","false","2021/03/21  4:19 pm","MP","","","","$0.00","$0.00","$0.00","$0.00"
"4091226964","33","43","0","0","0","0","0","false","2021/03/21  4:18 pm","CO","","","","$0.00","$0.00","$0.00","$0.00"
"4091226912","5","28","37","45","43","0","0","false","2021/03/21  4:18 pm","BTN","","","","$0.00","$0.00","$0.00","$0.00"
"4091226861","44","27","0","0","0","0","0","false","2021/03/21  4:18 pm","BTN","","","","$0.00","$0.00","$0.00","$0.00"
"4091226774","7","14","0","0","0","0","0","false","2021/03/21  4:18 pm","SB","","","","$0.00","$0.00","$0.00","$0.02"
"4091226647","10","14","0","0","0","0","0","true","2021/03/21  4:18 pm","BB","","","","$0.00","$0.00","$0.00","$0.05"
"4091226636","48","5","0","0","0","0","0","false","2021/03/21  4:18 pm","SB","","","","$0.00","$0.00","$0.00","$0.02"
"4091226361","33","15","49","41","30","9","6","true","2021/03/21  4:17 pm","BB","","","","$0.00","$0.00","$0.00","$0.05"
"4091226230","43","2","11","12","23","4","2","false","2021/03/21  4:17 pm","MP","","","","$0.00","$0.00","$0.00","$0.00"
"4091226083","38","50","0","0","0","0","0","false","2021/03/21  4:16 pm","EP","","","","$0.00","$0.00","$0.00","$0.05"
"4091225946","35","29","31","17","41","0","0","false","2021/03/21  4:16 pm","CO","","","","$0.00","$0.00","$0.00","$0.00"
"4091225790","29","40","0","0","0","0","0","false","2021/03/21  4:15 pm","BTN","","","","$0.00","$0.00","$0.00","$0.00"
"4091225584","12","34","0","0","0","0","0","false","2021/03/21  4:15 pm","SB","","","","$0.00","$0.00","$0.00","$0.02"
"4091225552","8","31","9","22","38","9","2","false","2021/03/21  4:15 pm","MP","","","","$0.00","$0.00","$0.00","$0.00"
"4091225424","25","44","0","0","0","0","0","false","2021/03/21  4:15 pm","CO","","","","$0.00","$0.00","$0.00","$0.00"
"4091225260","26","25","0","0","0","0","0","false","2021/03/21  4:14 pm","BTN","","","","$0.00","$0.00","$0.00","$0.05"
"4091225011","33","14","0","0","0","0","0","false","2021/03/21  4:14 pm","SB","","","","$0.00","$0.00","$0.00","$0.02"
"4091224820","52","34","31","32","23","0","0","true","2021/03/21  4:13 pm","BB","XF","","","$0.00","$0.00","$0.00","$0.15"
"4091224760","12","2","30","45","19","8","10","true","2021/03/21  4:13 pm","BB","","","","$0.00","$0.00","$0.00","$0.05"
"4091224637","36","15","0","0","0","0","0","false","2021/03/21  4:13 pm","EP","","","","$0.00","$0.00","$0.00","$0.00"
"4091224523","23","47","0","0","0","0","0","false","2021/03/21  4:12 pm","MP","","","","$0.00","$0.00","$0.00","$0.00"
"4091224493","5","28","6","34","41","13","13","false","2021/03/21  4:12 pm","MP","","","","$0.00","$0.00","$0.00","$0.00"
"4091224286","11","4","0","0","0","0","0","false","2021/03/21  4:12 pm","CO","","","","$0.00","$0.00","$0.00","$0.00"
"4091224273","39","6","0","0","0","0","0","false","2021/03/21  4:12 pm","CO","","","","$0.00","$0.00","$0.00","$0.00"
"4091223939","25","41","10","39","30","4","9","false","2021/03/21  4:11 pm","BTN","","","","$0.00","$0.00","$0.00","$0.00"
"4091223897","33","27","4","10","24","10","3","false","2021/03/21  4:11 pm","BTN","","","","$0.00","$0.00","$0.00","$0.00"
"4091223561","10","48","50","5","7","0","0","false","2021/03/21  4:10 pm","SB","","","","$0.00","$0.00","$0.00","$0.02"
"4091223326","51","44","34","4","18","2","6","false","2021/03/21  4:09 pm","SB","","","","$0.00","$0.00","$0.00","$0.02"
"4091223257","31","14","12","33","22","0","0","true","2021/03/21  4:09 pm","BB","","","","$0.00","$0.00","$0.00","$0.05"
"4091223010","23","17","0","0","0","0","0","false","2021/03/21  4:08 pm","EP","","","","$0.00","$0.00","$0.00","$0.00"
